"x1","x2","x3"
-0.225862467947925,0.860442883810104,-0.0510644071274456
-1.16843957835834,0.263051752712521,0.109550041755678
1.12040574096434,-0.00452192175857416,-0.127150389799022
-0.621812328282305,-0.567758542846976,0.121452473504639
0.785483540864114,-0.780920192009607,-0.0197421705959803
-0.828988404564014,0.76077140136502,0.0264929240901014
-0.670035163916368,-0.534774709281124,0.123999285027871
-1.15838301148635,0.356999006572495,0.100022154567361
1.02179013234191,-0.620280594392395,-0.0609787620285265
0.268724048412377,-0.863039633805154,0.0464164910433584
-1.0911507409184,0.529771966911878,0.0769513549954965
-0.981542282703757,0.65921322956114,0.0529227101623569
0.295165462638433,0.737723479029268,-0.0994310861829871
-0.895128876577085,-0.340561103752806,0.132295509052872
1.1498467332332,-0.393672659649065,-0.0957779138455557
-0.102704015558527,-0.802541749132657,0.0833038747708079
-0.544649653462013,0.848864277307133,-0.0137385441963457
-0.719954585443643,0.806028978992355,0.0100414746788816
-1.09473341650701,0.523832359828588,0.0778892245407081
-1.0324472730453,0.608646721016372,0.063230135979081
-0.844415366105944,0.752864257438081,0.0289547848622018
1.14448590587764,-0.0776642964018828,-0.123365273605594
-0.322583128784059,-0.726533958656268,0.101554032510898
-0.749629350965021,-0.474570577514174,0.127688716103436
1.09060673263258,-0.530658738417616,-0.0768102944409061
-1.16349227939315,0.326148287312806,0.103356658478385
0.934786502323695,0.296686020233811,-0.13289536976233
-0.909757342137636,-0.324834566977734,0.132557612619836
1.14990862572929,-0.393443847987705,-0.0958053771087395
0.939909042085016,0.290716113414091,-0.132945851834321
-0.952896248494802,0.683031776424623,0.0475361220861342
-0.0855976380454503,0.843813461635461,-0.0655491623992206
0.416624856217154,-0.862477536714082,0.0295283965682267
1.018988719453,0.187155142079237,-0.132707943815565
-1.01986714178849,-0.185856884691349,0.132692104314533
-0.0678533879546652,0.840843606625477,-0.067304274577896
-0.999066592858191,0.643142246560616,0.0563518116476776
-0.883550144227651,-0.352660910325522,0.132056989956502
0.0490068828082506,0.816506484841547,-0.0784367468440312
-0.917679246196039,0.70882649449353,0.0412251192890495
1.13320395601664,-0.444613514979109,-0.0893377059637583
0.792559795956356,0.438666736858563,-0.129372454828565
-0.931909087140144,0.69882183589537,0.0437378553329833
-0.266170739320503,0.862918478868246,-0.0466963647148323
0.626613038710516,-0.832744700096316,0.00296896575539713
1.07584226823102,0.0929523633227373,-0.130774715264329
-1.09962348833028,-0.0448402016891468,0.129189030514479
-1.05595574224332,0.580493280579829,0.0684186379267317
-1.12635265177361,0.020503593677801,0.126401365842976
1.12526143687514,-0.46406836537706,-0.0866975094413705
1.16266192784368,-0.165555085176141,-0.117591981108025
0.203361875580672,0.771576323508248,-0.0920003162406894
-1.02798034260013,-0.173671563271693,0.13252845541872
-0.992044783965064,0.64973186609597,0.0549644088920745
-0.0380158122147616,-0.819148401229481,0.0774211959618496
-1.04593545532656,-0.145337376323065,0.132044294647544
1.08076504671392,0.0835500748569063,-0.130496181228509
1.01920547062238,-0.623008907077755,-0.0604410587931483
-0.0236586977047027,-0.822488950007653,0.0760847734316798
-0.301452205873381,0.864210455186342,-0.0427949894864271
0.15249376582382,-0.853273428914526,0.0587774157016612
-0.299074123041403,0.864149441133039,-0.0430602807394653
-0.411748617612837,-0.686533562137314,0.108135914318945
-0.709115424403506,-0.506173253403921,0.125896292466595
-0.738997407923448,0.799325070113602,0.0128076217226866
0.476703975070809,-0.85772302158518,0.0222643709180008
-1.16824222904822,0.22994751630726,0.112481490774996
-0.412866504636105,0.862683933837963,-0.0299746874146616
0.656918949661702,0.543989116865663,-0.12332826315873
1.13389283504546,-0.0424413671481109,-0.125302262305806
-0.346336574713975,-0.716425290989316,0.103356266778791
-1.10170478097435,0.511741373837006,0.079761775553163
-1.0946289370486,0.524008084650028,0.0778616498952228
-0.384935713356857,-0.699157797631581,0.10620983854006
-0.529140002384412,-0.62478033846399,0.115990184319012
-1.08075524798154,0.546083301727985,0.0743123951544778
-0.118396644525394,-0.798127595969898,0.084696541940205
-0.340381981310713,-0.718995938772853,0.102907740101259
0.144154010378358,-0.852244798972846,0.0596350793421947
-1.05777940682369,-0.125463922027834,0.131619359357796
